identificador,nome,miniatura,resumo,disciplina,ano,descritores,linkdown,visualizar,tema,origem,autores,idioma,data
106,A Língua Portuguesa nos tempos de Getúlio Vargas: Dicionários,recursos/img/Portugues/alinguaportuguesanostemposdegetuliovargasdicionarios.png,O recurso “A Língua Portuguesa nos tempos de Getúlio Vargas: Dicionários” apresenta a importância dos dicionários como instrumento linguístico.,Portugues,6,DPII03;DPII04;DPII19,recursos/recurso/portugues/6/alinguaportuguesanostemposdegetuliovargasdicionarios.rar,recursos/recurso/portugues/6/alinguaportuguesanostemposdegetuliovargasdicionarios/ImagensDoBrasil_ep1 Soft12/Software/inicio.html,Dicionários. Leitura. Interpretação,Portal do Professores,Suzy Lagazzi. Cássia Cristina Furlan. Gissele Bonafé Costa. Carolina Padilha Fedatto. Joice Mensato. Carmen Zink Bolonhini. Alan Febraio Parma. Mariana Ap. J. Haeitmann. Projeto Condigital MEC - MCT. Cristiane Maria Megid. Davi Faria de Conti. Universidade Estadual de Campinas - UNICAMP - Português.,Português,2011
107,Sinistro: Organização de uma biblioteca,recursos/img/Portugues/sinistroorganizacaodeumabiblioteca.png,"O recurso “Sinistro: Organização de uma biblioteca” objetiva estimular o interesse à leitura, incentivando a busca pelo conhecimento em bibliotecas.",Portugues,6,DPII04;,recursos/recurso/portugues/6/sinistroorganizacaodeumabiblioteca.rar,recursos/recurso/portugues/6/sinistroorganizacaodeumabiblioteca/Sinistro_ep2 Soft2/Software/iniciar.html,Leitura. Interpretação. Bibliotecas.,Portal do Professor,Suzy Lagazzi. Gissele Bonafé Costa. Cássia Cristina Furlan. Joice Mensato. Carolina Padilha Fedatto. Carmen Zink Bolonhini. Alan Febraio Parma. Projeto Condigital MEC - MCT. Cristiane Maria Megid. Universidade Estadual de Campinas - UNICAMP - Português.,Português,2011
108,Imagens do Brasil: Prefixos,recursos/img/Portugues/imagensdobrasilPrefixos.png,"O recurso “Imagens do Brasil: Prefixos” trabalha com a compreensão dos prefixos e os seus efeitos de sentido na língua escrita, a partir de exemplos de aplicação em palavras e frases.",Portugues,6,DPII03;DPII04;DPII18;DPII19,recursos/recurso/portugues/6/ImagensdoBrasilIII-Prefixos.zip,recursos/recurso/portugues/6/Imagens do Brasil III - Prefixos/Software/Quebra-Cabeca/index.html,Linguagem. Gramática. Prefixos.,Portal do Professor,Suzy Lagazzi. Projeto Condigital MEC - MCT. Universidade Estadual de Campinas - UNICAMP - Português. Carmen Zink Bolonhini. Gabriela Ferraz Granja.,Português,2011
109,Carlos Drummond de Andrade,recursos/img/Portugues/carlosdrummonddeandrade.png,O recurso “Carlos Drummond de Andrade” é um vídeo do Programa Mais Educação e apresenta uma breve biografia dos escritos de Carlos Drummond de Andrade.,Portugues,6,DPII01;DPII06,recursos/recurso/portugues/6/carlosdrummonddeandrade.rar,recursos/recurso/portugues/6/carlosdrummonddeandrade.wmv,Literatura. Obra literária. Carlos Drummond de Andrade.,Portal do Professor,Leandro Ferreira.,Português,2009
110,Contos populares: parte 1 [Categorias Literárias],recursos/img/Portugues/contospopularesparte1.png,"O recurso “Contos populares: parte 1” é um episódio do Programa Categorias Literárias, exibido pela Biblioteca Virtual dos Estudantes de Língua Portuguesa  (BibVirt), e aborda a literatura infantil, revelando os segredos e as características que a literatura infantil conhecida como, contos populares, apresenta em suas diversas formas.",Portugues,6,DPII01;DPII06;DPII10,recursos/recurso/portugues/6/contospopularesparte1.rar,recursos/recurso/portugues/6/contospopularesparte1.mp3,Linguagem oral. Imaginário. Conto popular.,Portal do Professor,Isabel Pereira dos Santos. Ana Paula Leite de Camargo.,Português,2008
111,A descoberta do conto: além do muro parte 9 [Categorias Literárias],recursos/img/Portugues/adescobertadocontoalemdomuroparte9.png,"O recurso “A descoberta do conto: além do muro/Parte 9” é um episódio do Programa Categorias Literárias, exibido pela Biblioteca Virtual dos Estudantes de Língua Portuguesa  (BibVirt), e apresenta o desfecho do conto de Davi Oscar Vaz, “Além do Muro”.",Portugues,6,DPII01;DPII06;DPII10,recursos/recurso/portugues/6/adescobertadocontoalemdomuroparte9.rar,recursos/recurso/portugues/6/adescobertadocontoalemdomuroparte9.mp3,Gênero textual. Conto. Literatura brasileira. Leitura.,Portal do Professor,Isabel Pereira dos Santos. Ana Paula Leite de Camargo.,Português,2008
112,A usina atrás do morro: parte 2 [Categorias Literárias],recursos/img/Portugues/ausinaatrasdomorroparte2.png,"O recurso “A usina atrás do morro: Parte 2” é um episódio do Programa Categorias Literárias, exibido pela Biblioteca Virtual dos Estudantes de Língua Portuguesa (BibVirt), e apresenta parte do conto de José J. Veiga , “A usina atrás do morro”.",Portugues,6,DPII01;DPII06;DPII10,recursos/recurso/portugues/6/ausinaatrasdomorroparte2.rar,recursos/recurso/portugues/6/ausinaatrasdomorroparte2.mp3,Gênero textual. Conto. Literatura brasileira. Leitura.,Portal do Professor,Isabel Pereira dos Santos. Ana Paula Leite de Camargo.,Português,2008
113,África,recursos/img/Portugues/africa.png,"O recurso ""África"" apresenta palavras de origem africana usadas na Língua Portuguesa e o seu emprego na linguagem oral e escrita.",Portugues,7,DPII03;DPII04;DPII19,recursos/recurso/portugues/7/africa.rar,recursos/recurso/portugues/7/africa/index.html,África. Vocabulário. Língua Portuguesa.,Portal do Professor,Vandersí Sant’Ana Castro. Ana Raquel Mota. Jully Liebl. Luana Mercúrio. Projeto Condigital MEC -MCT. Tania Maria Alkmim. Universidade Estadual de Campinas - UNICAMP - Português. Lilian do Rocio Borba,Português,2011
114,O gênero publicitário: Publicidade,recursos/img/Portugues/publicitario.png,"O recurso ""O gênero Publicitário: Publicidade"" busca propiciar a discussão de diferentes propagandas e de seus sentidos, ressaltando a importância da compreensão da polissemia na linguagem.",Portugues,7,DPII03;DPII04;DPII05;DPII06;DPII16;DPII18,recursos/recurso/portugues/7/ogeneropublicitario.rar,recursos/recurso/portugues/7/ogeneropublicitario/index.html,Gênero textual. Publicidade.,Portal do Professor,Leandro Rodrigues Alves Diniz. Mónica Graciela Zoppi Fontana. Projeto Condigital MEC - MCT. Universidade Estadual de Campinas - UNICAMP - Português.,Português,2011
115,A questão da autoria,recursos/img/Portugues/autoria.png,"O recurso “A questão da autoria” apresenta uma sugestão de leitura e de interpretação acerca da autoria, promovendo o respeito às diferenças e à pluralidade de opiniões.",Portugues,7,DPII04;DPII06;DPII18,recursos/recurso/portugues/7/aquestaodaautoria.rar,recursos/recurso/portugues/7/aquestaodaautoria/index.html,Autoria. Leitura. Interpretação,Portal do Professor,Mahayana Cristina Godoy. Mónica Graciela Zoppi Fontana.  Projeto Condigital MEC - MCT. Universidade Estadual de Campinas - UNICAMP - Português.,Português,2011
116,Quem ri seus males espanta: Traduzindo piadas,recursos/img/Portugues/traduzindopiadas.png,"O recurso ""Quem ri seus males espanta: Traduzindo piadas"" apresenta a importância da compreensão de diferentes piadas, evidenciando que esta percepção exige um trabalho de interpretação por parte do leitor do contexto social, cultural e linguístico.",Portugues,7,DPII03;DPII04;DPII06;DPII10;DPII16;DPII18,recursos/recurso/portugues/7/quemriseusmalesespantatraduzindopiadas.rar,recursos/recurso/portugues/7/quemriseusmalesespantatraduzindopiadas/index.html,Textos. Leitura. Interpretação.,Portal do Professor,Suzy Lagazzi. Projeto Condigital MEC - MCT. Universidade Estadual de Campinas - UNICAMP - Português. Márcio Antônio Gatti. Carmen Zink Bolonhini.,Português,2011
117,Viagem ao cérebro: Relações de sentido,recursos/img/Portugues/viagemaocerebro.png,"O recurso ""Viagem ao cérebro: Relações de sentido"" traz a reflexão sobre a construção de sentido, que não depende somente do contexto e do conhecimento de mundo, mas também das relações com o texto e das relações entre as palavras.",Portugues,7,DPII04;DPII05;DPII06;DPII10;DPII18,recursos/recurso/portugues/7/viagemaocerebrorelacoesdesentido.rar,recursos/recurso/portugues/7/viagemaocerebrorelacoesdesentido/index.html,Textos. Relações de sentido. Linguagem.,Portal do Professor,Projeto Condigital MEC - MCT. Universidade Estadual de Campinas - UNICAMP - Português. Maria Irma Hadler Coudry. Michelli Alessandra Silva.,Português,2011
118,Palavras e identidade social,recursos/img/Portugues/identidadesocial.png,"O recurso ""Palavras e identidade social"" trabalha com definições ligadas aos campos jurídico, econômico, médico, político e da informática, enfatizando a linguagem própria de cada área profissional.",Portugues,7,DPII03;DPII04;DPII19,recursos/recurso/portugues/7/palavraseidentidadesocial.rar,recursos/recurso/portugues/7/palavraseidentidadesocial/index.html,Linguagem. Identidade social. Vocabulário.,Portal do Professor,Ana Raquel Mota. Jully Liebl. Tania Maria Alkmim. Luana Mercúrio. Vandersí Sant’Ana Castro. Projeto Condigital MEC - MCT. Lilian do Rocio Borba. Universidade Estadual de Campinas - UNICAMP - Português.,Português,2011
119,Denúncia e interdição,recursos/img/Portugues/denuncia.png,"O recurso “Denúncia e interdição"" trabalha com a análise de discursos produzidos a partir de posições institucionais e ideológicas diferentes, que tratam sobre a violência de gênero e a reflexão sobre o funcionamento de estereótipos e estigmas sobre a mulher.",Portugues,7,DPII04;DPII05;DPII06;DPII11;DPII18,recursos/recurso/portugues/7/denunciaeinterdicao.rar,recursos/recurso/portugues/7/denunciaeinterdicao/index.html,Aspectos discursivos. Análise. Violência de gênero. Estereótipos.,Portal do Professor,Mónica Graciela Zoppi Fontana. Projeto Condigital MEC - MCT. Mônica Vasconcelos Cruvinel. Universidade Estadual de Campinas - UNICAMP - Português. Letícia Canelas. Mariana Jafet Cestari.,Português,2011
120,"""Hora de festar!"": Episódio 1-Causos e falas daqui e dali",recursos/img/Portugues/causosefalas1.png,"O recurso “Hora de festar: Episódio 1” se passa na “Fazenda Boa Sorte”, onde haverá uma festa para comemorar os 40 anos de casamento de Seo Raimundo e Dona Josefa. O recurso trabalha com seis temas interdependentes, com ênfase na leitura e na interpretação de textos e em seus respectivos elementos estruturantes.",Portugues,7,DPII04;DPII06;DPII10;DPII11;DPII18,recursos/recurso/portugues/7/horadefestarepisodio1causosefalasdaquiedali.rar,recursos/recurso/portugues/7/horadefestarepisodio1causosefalasdaquiedali/index.html,Textos. Recursos linguísticos. Leitura. Interpretação.,Portal do Professor,Vandersí Sant’Ana Castro. Luana Mercúrio. Jully Liebl. Cristina Betioli Ribeiro. Márcia Abreu. Projeto Condigital MEC - MCT. Tania Maria Alkmim. Universidade Estadual de Campinas - UNICAMP - Português. Lilian do Rocio Borba.,Português,2011
121,A chegada do filho: Episódio 3-Causos e falas daqui e dali,recursos/img/Portugues/causosefalas3.png,"O recurso ""A chegada do filho: Episódio 3"" aborda a composição de uma história em quadrinhos, por meio da utilização de recursos linguísticos e estruturais da linguagem.",Portugues,7,DPII03;DPII04;DPII06;DPII10;DPII18,recursos/recurso/portugues/7/causosefalasepisodio3causosefalasdaquiedali.rar,recursos/recurso/portugues/7/causosefalasepisodio3causosefalasdaquiedali/index.html,Recursos linguísticos. Linguagem. Interpretação.,Portal do Professor,Vandersí Sant’Ana Castro. Luana Mercúrio. Jully Liebl. Cristina Betioli Ribeiro. Márcia Abreu. Projeto Condigital MEC - MCT. Tania Maria Alkmim. Universidade Estadual de Campinas - UNICAMP - Português. Lilian do Rocio Borba.,Português,2011
122,Artistas geniais e miseráveis - Espetáculo: Coisas da vida - Episódio 3,recursos/img/Portugues/artistasgeniaisemiseraveisespetaculo.png,"O recurso “Artistas geniais e miseráveis - Espetáculo: Episódio 3” apresenta aspectos da vida e da obra de Machado de Assis, em meio à construção autoral de uma história em quadrinhos.",Portugues,7,DPII03;DPII04;DPII06;DPII10;DPII18;DPII19,recursos/recurso/portugues/7/artistasgeniaisemiseraveisespetaculo.zip,recursos/recurso/portugues/7/Artistasgeniaisemiseraveis-Espetaculo/clique-me.html,Linguagem. Literatura. Machado de Assis.,Portal do Professor,Universidade Estadual de Campinas - UNICAMP - Português. Carmen Zink Bolonhini. Projeto Condigital - MEC - MCT.,Português,2012
123,Quem ri seus males espanta: Piadas e estereótipos,recursos/img/Portugues/quemriseusmalesespantapiadaseestereotipos.png,"O recurso “Quem ri seus males espanta: Piadas e estereótipos” trabalha a percepção de diferentes piadas e dos estereótipos envolvidos nessas produções linguísticas, exigindo um trabalho de interpretação por parte do leitor.",Portugues,7,DPII04;DPII06;DPII10;DPII11;DPII16;DPII18,recursos/recurso/portugues/7/quemriseusmalesespantapiadaseestereotipos.rar,recursos/recurso/portugues/7/quemriseusmalesespantapiadaseestereotipos/P/inicio.html,Linguagem. Estereótipos. Opacidade. Interpretação.,Portal do Professor,Marcela Franco Fossey. Sírio Ponsetti. Projeto Condigital MEC - MCT. Universidade Estadual de Campinas - UNICAMP - Português. Carmen Zink Bolonhini.,Português,2011
124,Quem ri seus males espanta: Carteiro imortal,recursos/img/Portugues/quemriseusmalesespantacarteiroimortal.png,"O recurso “Quem ri seus males espanta: Carteiro imortal” trabalha a percepção dos sentidos das piadas, levando a um trabalho de interpretação por parte do leitor.",Portugues,7,DPII04;DPII06;DPII11;DPII16;DPII18,recursos/recurso/portugues/7/quemriseusmalesespantacarteiroimortal.rar,recursos/recurso/portugues/7/quemriseusmalesespantacarteiroimortal/P/inicio.html,Linguagem. Estereótipos. Interpretação. Opacidade.,Portal do Professor,Suzy Lagazzi. Projeto Condigital MEC - MCT. Universidade Estadual de Campinas - UNICAMP - Português. Márcio Antônio Gatti. Carmen Zink Bolonhini.,Português,2011
125,Quem ri seus males espanta: Piadas e gatilhos,recursos/img/Portugues/quemriseusmalesespantapiadasegatilhos.png,"O recurso “Quem ri seus males espanta: Piadas e gatilhos” aborda a compreensão de sentido de piadas variadas, demandando um exercício de interpretação por parte do leitor.",Portugues,7,DPII04;DPII06;DPII11;DPII16;DPII18,recursos/recurso/portugues/7/quemriseusmalesespantapiadasegatilhos.rar,recursos/recurso/portugues/7/quemriseusmalesespantapiadasegatilhos/P/inicio.html,Linguagem. Estereótipos. Opacidade. Interpretação.,Portal do Professor,Marcela Franco Fossey. Sírio Possenti. Projeto Condigital MEC - MCT. Universidade Estadual de Campinas - UNICAMP - Português. Márcio Antônio Gatti. Carmen Zink Bolonhini.,Português,2011
126,Frases célebres: Gênero epigramático,recursos/img/Portugues/frasescelebresgeneroepigramatico.png,O recurso “Frases célebres: Gênero epigramático” apresenta algumas análises acerca de epigramas presentes na literatura da Língua Portuguesa.,Portugues,7,DPII03;DPII04;DPII05;DPII06;DPII10;DPII16;DPII18,recursos/recurso/portugues/7/frasescelebresgeneroepigramatico.zip,recursos/recurso/portugues/7/frasescelebresgeneroepigramatico/Jogo Epigramas 2(09-06-10)/Epigramas2(09-06-2010)/clique-me.html,Literatura. Renascentismo. Epigramas.,Portal do Professor,Isabella Tardim Cardoso. Projeto Condigital MEC - MCT. Universidade Estadual de Campinas - UNICAMP - Português.,Português,2011
127,Viagem ao cérebro: Internetês,recursos/img/Portugues/viagemaocerebroInternetes.png,"O recurso “Viagem ao cérebro: Internetês” apresenta alguns exemplos de utilização do internetês, ressaltando situações e contextos comunicacionais que admitem o uso dessa variedade linguística.",Portugues,7,DPII01;DPII03;DPII04;DPII05;DPII17;DPII18;DPII19,recursos/recurso/portugues/7/viagemaocerebrointernetes.zip,recursos/recurso/portugues/7/viagemaocerebrointernetes/Software/inicio.html,Linguagem. Norma Culta. Variedade linguística. Internetês.,Portal do Professor,Ana Laura Gonçalves Nakazoni. Giovana Dragone Rosseto Antonio. Michelli Alessandra Silva. Projeto Condigital MEC - MCT. Sonia Maria Sellin Bordin. Maria Irma Hadler Coudry. Universidade Estadual de Campinas - UNICAMP - Português.,Português,2011
128,"Preconceito, implícito e linguagem",recursos/img/Portugues/preconceitoimplicitoelinguagem.png,"O recurso “Preconceito, implícito e linguagem” apresenta a discussão sobre o preconceito encontrado em diversas instâncias sociais e a sua repercussão em nossa sociedade.",Portugues,7,DPII04;DPII06;DPII11;DPII18,recursos/recurso/portugues/7/preconceitoimplicitoelinguagem.rar,"recursos/recurso/portugues/7/preconceitoimplicitoelinguagem/Preconceito, Implícito e Linguagem/P/inicio.html",Modos verbais. Discurso relatado. Gêneros discursivos. Argumentação.,Portal do Professor,Leandro Rodrigues Alves Diniz. Mônica Graciela Zoppi Fontana. Projeto Condigital MEC - MCT. Heloísa Rutschmann Fonsechi. Universidade Estadual de Campinas - UNICAMP - Português.,Português,2011
129,Imagens do Brasil: O sentido em diferentes formas de linguagem,recursos/img/Portugues/osentidoemdiferentesformasdelinguagem.png,"O recurso “Imagens do Brasil: O sentido em diferentes formas de linguagem” trabalha com a compreensão de que a interpretação de um texto está relacionada às diferentes formas de linguagem que o compõem, a partir de relações sociopragmáticas e discursivas da língua.",Portugues,7,DPII03;DPII04;DPII19,recursos/recurso/portugues/7/osentidoemdiferentesformasdelinguagem.rar,recursos/recurso/portugues/7/osentidoemdiferentesformasdelinguagem/O sentido em diferentes formas de linguagem/Software/iniciar.html,Construção de textos. Linguagem. Discurso. Efeitos de sentido.,Portal do Professor,Suzy Lagazzi. Gissele Bonafé Costa. Cássia Cristina Furlan. Joice Mensatto. Carolina Padilha Fedatto. Alan Febraio Parma. Carmen Zink Bolonhini. Projeto Condigital MEC - MCT. Cristiane Maria Megid. Universidade Estadual de Campinas - UNICAMP - Português.,Português,2011
130,Estereótipos: nem toda feiticeira é corcunda,recursos/img/Portugues/estereotipos.png,"O recurso “Estereótipos: nem toda feiticeira é corcunda” analisa os discursos produzidos a partir de posições institucionais e ideológicas diferentes, que tratam sobre a violência de gênero e sobre a reflexão a respeito do funcionamento de estereótipos e de estigmas sobre a mulher.",Portugues,7,DPII04;DPII05;DPII06;DPII18,recursos/recurso/portugues/7/estereotipos.rar,recursos/recurso/portugues/7/Estereotipos/P/inicio.html,Modos verbais. Discurso relatado. Gêneros discursivos. Argumentação.,Portal do Professor,Mónica Graciela Zoppi Fontana. Projeto Condigital MEC - MCT. Mônica Vasconcelos Cruvinel. Universidade Estadual de Campinas - UNICAMP - Português. Letícia Canelas. Mariana Jafet Cestari.,Português,2011
131,Café com Língua Portuguesa: Dica 64/Acordo Ortográfico,recursos/img/Portugues/cafecomlinguaportuguesadica64.png,"O recurso “Café com Língua Portuguesa: Dica 64” apresenta as novas regras do acordo ortográfico da Língua Portuguesa, com ênfase na acentuação das formas verbais.",Portugues,7,DPII01;DPII17;DPII19,recursos/recurso/portugues/7/cafecomlinguaportuguesadica64.rar,recursos/recurso/portugues/7/cafecomlinguaportuguesadica64.swf,Acordo Ortográfico. Acentuação. Formas verbais.,Portal do Professor,Profa. Dra. Wânia de Aragão Costa. Profa. Ma. Scheyla Brito Alves. Guido Vasconcelos. Nestablo Ramos Neto. Centro de Educação a Distância (CEAD). Universidade de Brasília (UnB). Ministério da Educação (MEC).,Português,Desconhecida
132,Café com Língua Portuguesa: Dica 76/Acordo Ortográfico,recursos/img/Portugues/cafecomlinguaportuguesadica76.png,"O recurso “Café com Língua Portuguesa/Dica 76” apresenta as novas regras do acordo ortográfico da Língua Portuguesa, com ênfase no uso do hífen.",Portugues,7,DPII01;DPII17;DPII19,recursos/recurso/portugues/7/cafecomlinguaportuguesadica76.rar,recursos/recurso/portugues/7/cafecomlinguaportuguesadica76.swf,Acordo Ortográfico. Uso do hífen.,Portal do Professor,Profa. Dra. Wânia de Aragão Costa. Profa. Ma. Scheyla Brito Alves. Guido Vasconcelos. Nestablo Ramos Neto. Centro de Educação a Distância (CEAD). Universidade de Brasília (UnB). Ministério da Educação (MEC).,Português,Desconhecida
133,As línguas emprestam,recursos/img/Portugues/emprestimos.png,"O recurso ""As línguas emprestam"" apresenta o emprego de palavras de outras línguas que foram incorporadas à Língua  Portuguesa.",Portugues,8,DPII03;DPII04;DPII19,recursos/recurso/portugues/8/emprestimos.rar,recursos/recurso/portugues/8/emprestimos/index.html,Empréstimos vocabulares. Palavras. Língua Portuguesa.,Portal do Professor,Ana Raquel Mota. Jully Liebl. Tania Maria Alkmim. Luana Mercúrio. Vandersí Sant’Ana Castro. Projeto Condigital MEC - MCT. Lilian do Rocio Borba. Universidade Estadual de Campinas - UNICAMP - Português.,Português,2011
134,Game da Reforma Ortográfica,recursos/img/Portugues/gamereforma.png,O recurso “Game da Reforma Ortográfica” apresenta conteúdos que abordam as regras de utilização do novo acordo ortográfico da Língua Portuguesa.,Portugues,8,DPII03;DPII04;DPII17;DPII19,recursos/recurso/portugues/8/gamereformaortografica.rar,recursos/recurso/portugues/8/gamereformaortografica/game.swf,​ Recursos linguísticos. Palavras. Acordo ortográfico.,Portal do Professor,Retoque comunicação.,Português,2009
135,A coroa e a realeza,recursos/img/Portugues/acoroa.png,"O recurso ""A coroa e a realeza"" apresenta a abordagem conceitual de diferentes palavras e os seus sentidos nos mais variados contextos linguísticos.",Portugues,8,DPII03;DPII04;DPII18,recursos/recurso/portugues/8/acoroaearealeza.rar,recursos/recurso/portugues/8/acoroaearealeza/index.html,Textos. Leitura. Interpretação.,Portal do Professor,Projeto Condigital MEC - MCT. Universidade Estadual de Campinas - UNICAMP - Português.,Português,2011
136,Café com Língua Portuguesa: Concordância verbal,recursos/img/Portugues/cafecomlingua.png,"O recurso ""Café com Língua Portuguesa: Concordância verbal"" apresenta as novas regras do acordo ortográfico da Língua Portuguesa.",Portugues,8,DPII01;DPII19,recursos/recurso/portugues/8/cafecomlinguaportuguesaconcordanciaverbal.rar,recursos/recurso/portugues/8/cafecomlinguaportuguesaconcordanciaverbal.swf,Acordo ortográfico. Concordância verbal. Língua Portuguesa.,Portal do Professor,Profa. Dra. Wânia de Aragão Costa. Profa. Ma. Scheyla Brito Alves. Guido Vasconcelos. Nestablo Ramos Neto. Centro de Educação a Distância (CEAD). Universidade de Brasília (UnB). Ministério da Educação (MEC).,Português,Desconhecida
137,Imagens do Brasil: Regionalismos,recursos/img/Portugues/regionalismos.png,"O recurso ""Imagens do Brasil: Regionalismos"" trabalha com questões relativas às diferenças regionais na Língua Portuguesa.",Portugues,8,DPII03;DPII04,recursos/recurso/portugues/8/imagensdobrasilregionalismos.rar,recursos/recurso/portugues/8/imagensdobrasilregionalismos/index.html,Regionalismos. Aspectos linguísticos. Língua Portuguesa.,Portal do Professor,Suzy Lagazzi. Projeto Condigital MEC - MCT. Cássia Cristina Furlan. Universidade Estadual de Campinas - UNICAMP - Português. Ana Dulce Leite. Carmen Zink Bolonhini.,Português,2011
138,Jogo da Nova Ortografia,recursos/img/Portugues/novaortografia.png,"O recurso ""Jogo da Nova Ortografia"" apresenta as novas regras ortográficas da Língua Portuguesa.",Portugues,8,DPII04;DPII17;DPII19,recursos/recurso/portugues/8/jogodanovaortografia.rar,recursos/recurso/portugues/8/jogodanovaortografia/jogo.swf,Recursos linguísticos. Acordo ortográfico. Língua Portuguesa.,Plenarinho,Desconhecido.,Português,Desconhecida
139,No mal-cozinhado: Heroísmo e Aventura-Episódio I,recursos/img/Portugues/nomalcozinhado.png,"O recurso ""No mal-cozinhado: Heroísmo e aventura - Episódio I"" tem como enredo central a libertação de prisioneiros condenados pela Inquisição. O recurso trabalha com a leitura e a interpretação de textos para a libertação dos prisioneiros.",Portugues,8,DPII03;DPII04;DPII05;DPII06;DPII10;DPII11,recursos/recurso/portugues/8/nomalcozinhado1heroismoeaventuraepisodio1.rar,recursos/recurso/portugues/8/nomalcozinhado1heroismoeaventuraepisodio1/index.html,Leitura. Interpretação. Análise. Linguagem.,Portal do Professor,Flávia Sordi Silva. Projeto Condigital MEC - MCT. Márcia Abreu. Universidade Estadual de Campinas - UNICAMP - Português. Paola Roberta Perez. Hebe Cristina da Silva.,Português,2011
140,No Meio do Caminho,recursos/img/Portugues/nomeiodocaminho.png,"O recurso ""No meio do caminho"" procura despertar o interesse em relação à poesia de Carlos Drummond de Andrade, assim como pelos diversos acontecimentos que ocorreram há 80 anos.",Portugues,8,DPII01;DPII04;DPII05;DPII06;DPII10,recursos/recurso/portugues/8/nomeiodocaminho.rar,recursos/recurso/portugues/8/nomeiodocaminho.swf,Gênero textual. Poesia. Carlos Drummond de Andrade. História.,Portal do Professor,Retoque comunicação,Português,2009
141,Puxando o menino: Episódio 2-Causos e falas,recursos/img/Portugues/causosefalas2.png,"O recurso ""Puxando o menino: Episódio 2"" apresenta aspectos e questões sobre a Língua Portuguesa e suas variantes.",Portugues,8,DPII03;DPII04;DPII05;DPII06;DPII10;DPII12;DPII18;DPII19,recursos/recurso/portugues/8/puxandoomeninoepisodio2causosefalas.rar,recursos/recurso/portugues/8/puxandoomeninoepisodio2causosefalas/index.html,Linguagem. Variedades linguísticas. Língua Portuguesa.,Portal do Professor,Universidade Estadual de Campinas - UNICAMP - Português. Projeto Condigital MEC - MCT. Carmen Zink Bolonhini.,Português,2012
142,Sujeito indeterminado nos provérbios,recursos/img/Portugues/sujeito.png,"O recurso ""Sujeito indeterminado nos provérbios"" trabalha com o conteúdo relativo aos efeitos de sentido do sujeito em diferentes provérbios conhecidos na Língua Portuguesa.",Portugues,8,DPII04;DPII18,recursos/recurso/portugues/8/sujeitoindeterminadonosproverbios.rar,recursos/recurso/portugues/8/sujeitoindeterminadonosproverbios/index.html,Provérbios. Efeitos de sentido. Sujeito. Linguagem.,Portal do Professor,Projeto Condigital MEC - MCT. Universidade Estadual de Campinas - UNICAMP - Português.,Português,2011
143,Sinistros: Sujeitos a interpretações,recursos/img/Portugues/sinistrosujeitosainterpretacoes.png,O recurso “Sinistros: Sujeitos a interpretações” apresenta o funcionamento da Língua Portuguesa no que diz respeito às diferentes interpretações sobre as linguagens.,Portugues,8,DPII04;DPII18,recursos/recurso/portugues/8/sinistrosujeitosainterpretacoes.rar,recursos/recurso/portugues/8/sinistrosujeitosainterpretacoes/Sinistro - sujeitos a interpretacoes/Sinistro_ep2 Soft5/Software/inicio.html,Leitura. Interpretação. Reflexão sobre linguagens.,Portal do Professor,Suzy Lagazzi. Cássia Cristina Furlan. Gissele Bonafé Costa. Carolina Padilha Fedatto. Joice Mensato. Alan Febraio Parma. Carmen Zink Bolonhini. Mariana Guidetti Rosa. Projeto Condigital MEC - MCT. Cristiane Maria Megid. Davi Faria de Conti. Universidade Estadual de Campinas - UNICAMP - Português.,Português,2011
144,Vozes da Cidade: O nome,recursos/img/Portugues/vozesdacidadeonome.png,"O recurso “Vozes da Cidade: O nome” trabalha com questões relacionadas ao nome próprio, levando à análise e à exploração dos seus sentidos no mundo, além de suas designações.",Portugues,8,DPII04;DPII18,recursos/recurso/portugues/8/vozesdacidadeonome.rar,recursos/recurso/portugues/8/vozesdacidadeonome/Vozes da cidade - O nome/SP149_P/Caça-Palavras/clique-me.html,Nome próprio. Leitura. Interpretação.,Portal do Professor,Projeto Condigital MEC - MCT. Eduardo Guimarães R. J. Universidade Estadual de Campinas - UNICAMP - Português. Gurgel Lucas.,Português,2011
145,Citações: Clichês,recursos/img/Portugues/citacoescliches.png,"O recurso “Citações: Clichês” apresenta a origem da palavra “clichê” e o seu uso como sinônimo de lugar-comum, trazendo também um alerta ao uso indiscriminado de clichês.",Portugues,8,DPII03;DPII04;DPII18,recursos/recurso/portugues/8/citacoescliches.zip,recursos/recurso/portugues/8/citacoescliches/Software/inicio.html,Clichês. Reflexão sobre linguagens. Interpretação.,Portal do Professor,Suzy Lagazzi. Carmen Zink Bolonhini. Projeto Condigital MEC - MCT. Marcella Abboud. Universidade Estadual de Campinas - UNICAMP - Português.,Português,2011
